class	dimension	rho0	seed	primitive_upper
COP	10	4	8	21712428203861852160,5584038231945307136,-8335698634557469,-10457418096224966656,-8335698634557469,3426385214145474560,-8335698634557469,-8335698634557469,-8335698634557469,-8335698634557469,38183219593016729600,8505904518159025152,-1666397368304425472,8505904518159025152,-2981606072875977216,8505904518159025152,8505904518159025152,8505904518159025152,8505904518159025152,234561934440595390464,-1558360212370617344,129297602444559695872,2350322996617902080,11712237438586765312,229338008644031512576,91597855979498323968,88698859455329943552,8324192165301492736,-1558360212370617600,-7637458549094248448,-1558360212370617600,-1558360212370617600,-1558360212370617600,-1558360212370617600,300030771585989804032,2350322996617902080,-290265038772715847680,300030771585989804032,300030771585989804032,-290265038772715847680,11554181014028294144,2350322996617903104,2350322996617903104,2350322996617903104,2350322996617903104,300030771585989804032,-290265038772715847680,300030771585989804032,300030771585989804032,300030771585989804032,-290265038772715847680,300030771585989804032,300030771585989804032,-290265038772715847680,300030771585989804032
COP	10	4	9	3420780123187074560,39177766933940824,418886621836892480,72701132956807104,556752683100052800,91617202163746496,45839105080234088,465580694196059072,8028685509370169,-11866125527636332,143174069682685776,39177766933940840,39177766933940840,39177766933940840,39177766933940840,34672703986324888,39177766933940840,10308966628132666,-17819188278949216,1199787197451868672,-1106055811761825280,1199787197451868672,1199787197451868672,45839105080234088,-1106055811761825280,8028685509370169,-11866125527636332,1199787197451868672,-1106055811761825280,1199787197451868672,45839105080234088,1199787197451868672,8028685509370169,-11866125527636332,1199787197451868672,-1106055811761825280,45839105080234088,1199787197451868672,8028685509370169,-11866125527636332,1199787197451868672,45839105080234088,-1106055811761825280,8028685509370169,-11866125527636332,145994493670981600,45839105080234088,7036684337629048,-19704468926798596,1199787197451868672,8028685509370169,-11866125527636332,74880320921540544,-55773702860825584,43325592670978120
COP	10	4	10	1888211680939499520,378714665123938304,20298573915655240,-14769331559306238,132704403069146368,216849150786200704,245034949329657216,10832246012966294,560210021309371136,5005863496532558,1184554930242909696,20298573915655240,-14769331559306238,-1121288078970784256,1184554930242909696,1184554930242909696,10832246012966294,-1121288078970784256,5005863496532558,124317527844093552,-30170307823691088,20298573915655212,20298573915655212,20298573915655212,-5793310514007131,20298573915655212,-4781287361766627,51681859892126408,-14769331559306228,-14769331559306228,-14769331559306228,-36767121136314672,-14769331559306228,-37856395523465920,1184554930242909696,-1121288078970784256,1184554930242909696,10832246012966294,1184554930242909696,5005863496532558,1184554930242909696,-1121288078970784256,10832246012966294,1184554930242909696,5005863496532558,1184554930242909696,10832246012966294,-1121288078970784256,5005863496532558,96762113723728752,10832246012966292,-21439169920607460,1184554930242909696,5005863496532558,82442548519912192
COP	10	4	11	323205735744112704,44591639251478520,44591639251478520,44591639251478520,44591639251478520,44591639251478520,-57404363694585424,44591639251478520,-58451693356072992,-209728479509899712,494243356303254784,5488382916530610176,6720893432744109056,8092490119041443840,6614270258662640640,-7170367977751004,8081523307947068416,79932646441508208,-102564118561441024,9357497968238563328,-9089246105470988288,9357497968238563328,9357497968238563328,-7170367977751004,-9089246105470988288,79932646441508208,-102564118561441024,9357497968238563328,-9089246105470988288,9357497968238563328,-7170367977751004,9357497968238563328,79932646441508208,-102564118561441024,9357497968238563328,-9089246105470988288,-7170367977751004,9357497968238563328,79932646441508208,-102564118561441024,9357497968238563328,-7170367977751004,-9089246105470988288,79932646441508208,-102564118561441024,205520367830532544,-7170367977751033,-81038020560016240,-127095680082928368,9357497968238563328,79932646441508208,-102564118561441024,495397820867330496,-250387856504116192,576151885335305792
COP	10	4	12	165681644589379584,18471565008708920,18471565008708920,-20919492348622676,18471565008708920,18471565008708920,18628396906927208,18471565008708920,18471565008708920,-82353951912544112,1437567460082889728,794995405194484352,-5240665186839476,2220927956910567936,1325321302263082240,30173258184711552,2241621273511345664,953751448121880704,-15829957795510992,2362547385111047680,-5240665186839476,-2249138633316340224,2362547385111047680,30173258184711552,2362547385111047680,-2249138633316340224,-15829957795510992,84061756786498448,-5240665186839477,-5240665186839477,-32554890727812296,-5240665186839477,-5240665186839477,-61497410963009104,2362547385111047680,-2249138633316340224,30173258184711552,2362547385111047680,2362547385111047680,-15829957795510992,2362547385111047680,30173258184711552,-2249138633316340224,2362547385111047680,-15829957795510992,199088259387877760,30173258184711516,30173258184711516,-45969208354104696,2362547385111047680,-2249138633316340224,-15829957795510992,2362547385111047680,-15829957795510992,126041045974544304
COP	10	4	13	1655700678865804800,12562201502063728,102798343164347984,523862787426114816,-10183514178729090,8820448347461935,408629773920009600,67984953209952336,11676836595611056,353313960035939520,38331665102456552,12562201502063726,12562201502063726,-2456423497433627,-6958373070941078,12562201502063726,12562201502063726,12162117538547450,12562201502063726,591968568845794816,-560952935761052224,-10183514178729090,8820448347461935,591968568845794816,591968568845794816,11676836595611056,-560952935761052224,591968568845794816,-10183514178729090,8820448347461935,-560952935761052224,591968568845794816,11676836595611056,591968568845794816,14118752043595982,-15153880026326448,-10183514178729090,-10183514178729090,-19162484262319260,-10183514178729090,19307292618939848,8820448347461932,8820448347461932,13736070012722286,8820448347461932,591968568845794816,-560952935761052224,11676836595611056,591968568845794816,591968568845794816,11676836595611056,-560952935761052224,62498755889663288,11676836595611060,591968568845794816
COP	10	4	14	7388749998485905408,3809752440044753920,84931247834311936,1711449044280797696,-52233622666391400,3943205609709741056,18219397402217452,3337966328112542720,1545010237095873536,-4987104352993087,4645528342279979008,84931247834311936,-4577843694574796800,-52233622666391400,4645528342279979008,18219397402217452,4645528342279979008,-4577843694574796800,-4987104352993087,342308222303943104,84931247834311968,-183595842960121760,84931247834311968,51729716777868672,84931247834311968,84931247834311968,-25195007488470436,4645528342279979008,-52233622666391400,-4577843694574796800,18219397402217452,4645528342279979008,4645528342279979008,-4987104352993087,171209005748035936,-52233622666391376,-81966067639396992,-52233622666391376,-52233622666391376,-5457743491417782,4645528342279979008,18219397402217452,-4577843694574796800,4645528342279979008,-4987104352993087,70712003548019168,18219397402217420,18219397402217420,-16259839824132104,4645528342279979008,-4577843694574796800,-4987104352993087,4645528342279979008,-4987104352993087,38267596320260760
COP	10	4	15	65814316769450552,-32220871652742160,-42408781653817240,-13401237942824214,-13401237942824214,-13401237942824214,-13401237942824214,-13401237942824214,-13401237942824214,-8202241496239904,73993645290226192,-6149903545806163,8183481075520631,8183481075520631,8183481075520631,8183481075520631,8183481075520631,8183481075520631,7742876432933855,42994074047767048,5911251408066373,5911251408066373,5911251408066373,5911251408066373,5911251408066373,5911251408066373,-11126478045583246,2571406172101300224,389064409736611264,755881521985513216,845999919982349696,199846841272090176,172927050646324160,10759884823966106,1170855103741749504,-1134987905471944576,1170855103741749504,1170855103741749504,-1134987905471944576,10759884823966106,1170855103741749504,-1134987905471944576,1170855103741749504,1170855103741749504,10759884823966106,1170855103741749504,-1134987905471944576,1170855103741749504,10759884823966106,1170855103741749504,-1134987905471944576,10759884823966106,1170855103741749504,10759884823966106,68124061016822224
COP	10	4	16	1154138738015688960,-31303366862994360,259412172845427904,-154386670326085920,259412172845427904,90444978205322672,259412172845427904,259412172845427904,259412172845427904,259412172845427904,583492203439196672,7421373993683777,-366390283313545536,7421373993683777,-212190794233174560,7421373993683777,7421373993683777,7421373993683777,7421373993683777,27283261877228523520,-95748235029951488,5077957300652316672,136135962151308640,6343287151264632832,1043812830594205568,2895211267743738880,2775019827495197696,396814587926696640,-95748235029951424,-206513585160110720,-95748235029951424,-95748235029951424,-95748235029951424,-95748235029951424,9533399386186641408,136135962151308640,-8913344687522909184,9533399386186641408,9533399386186641408,-8913344687522909184,847635530939068416,136135962151308528,136135962151308528,136135962151308528,136135962151308528,9533399386186641408,-8913344687522909184,9533399386186641408,9533399386186641408,9533399386186641408,-8913344687522909184,9533399386186641408,9533399386186641408,-8913344687522909184,9533399386186641408
COP	10	4	17	287984983514416224,-132779716214610224,-50414469932222336,4952538654125133,4952538654125133,4952538654125133,-100308731236930992,4952538654125133,4952538654125133,4952538654125133,486587200648627904,-162772740575818112,-20421452529172100,-20421452529172100,-20421452529172100,-390173107448267072,-20421452529172100,-20421452529172100,-20421452529172100,440184334315025536,65081599272486176,65081599272486176,65081599272486176,18703814808543560,65081599272486176,65081599272486176,65081599272486176,14838591180796319744,7894954466848117760,6272031878806777856,-14560866375345748,6429537185380739072,3445951830649756672,8736683026436983808,9324876944123643904,-9121867129585908736,-14560866375345748,9324876944123643904,9324876944123643904,-9121867129585908736,9324876944123643904,-14560866375345748,-9121867129585908736,9324876944123643904,9324876944123643904,585524935263950208,-14560866375345748,-14560866375345748,-14560866375345748,9324876944123643904,-9121867129585908736,9324876944123643904,9324876944123643904,-9121867129585908736,9324876944123643904
COP	10	4	18	1235063083448525312,-45784818728063496,595303395587724288,4391070681563212800,4035235215366289920,1533302240193250816,39855638816500672,24816528875881360,235608447365278272,6512822610967786,194390068584387360,-45784818728063520,-45784818728063520,-45784818728063520,-45784818728063520,-152653888699546944,-166912865376808960,-45784818728063520,18771407835727980,4679041738253346816,-4544330298601428992,4679041738253346816,4679041738253346816,39855638816500672,24816528875881360,-4544330298601428992,6512822610967786,4679041738253346816,-4544330298601428992,4679041738253346816,39855638816500672,24816528875881360,4679041738253346816,6512822610967786,4679041738253346816,-4544330298601428992,39855638816500672,24816528875881360,4679041738253346816,6512822610967786,4679041738253346816,39855638816500672,24816528875881360,-4544330298601428992,6512822610967786,129657869267655120,117062646847445056,39855638816500680,-49327763662173512,173238403610469056,24816528875881356,6127391781902519,4679041738253346816,6512822610967786,199985682804341120
